x,y
10.970630136986301,985.6772876712329
54.3438,916.8768
110.46710769230769,925.8286153846153
144.3582,1128.1914
157.87800000000001,1434.0493125
225.2227659574468,981.9474893617022
239.61828169014083,375.1978309859155
248.39325,189.59325
277.42734782608693,717.1810434782609
302.62460869565217,459.36313043478265
325.4098909090909,1181.4149454545454
327.2362258064516,850.4044838709677
362.5392676056338,855.403352112676
361.14959999999996,1418.4127999999998
362.34635294117646,662.6414117647058
371.47359375,636.859125
371.8189014084507,1174.2898309859154
385.3831153846154,167.2238076923077
397.0438043478261,202.74495652173914
407.16585923753667,1302.6726158357772
399.798,252.37800000000001
402.026625,1181.59059375
408.6796,121.95120000000001
416.47076470588235,1278.6628235294118
417.978,682.092
416.76196153846155,209.034
419.35524324324325,189.189
422.856,27.5058
423.74524137931036,534.198
425.7783870967742,1496.938935483871
427.7555409836066,1173.1756721311476
439.96723076923075,1130.987846153846
452.4823333333333,333.445
459.9889411764706,1068.2576470588235
472.8566440677966,169.7924745762712
479.28219230769236,570.6709615384615
483.71875471698115,1248.4127547169812
490.09799999999996,942.3843333333334
498.51285365853664,637.664487804878
494.92227272727274,1326.9489545454546
499.250347826087,282.27834782608693
500.6944384615384,319.6741153846154
505.5493333333334,1033.5406666666665
510.84570422535216,1305.6270845070424
508.1809090909091,12.130363636363636
512.2743471074381,793.2241487603306
514.8593333333333,742.6113333333333
523.4128421052632,980.9077894736843
532.287,1110.51675
541.3932631578948,566.5844210526316
539.7363243243243,687.1375945945946
540.1212352941177,978.1639411764705
541.65825,1220.121
544.1086451612903,115.61312903225807
551.0276470588236,1053.856588235294
558.2206451612903,141.24329032258063
559.6192000000001,992.8968
572.875868852459,1020.7342622950819
579.852,490.077
576.716,634.018
585.2996470588236,1198.8158823529411
585.8027368421052,945.1171578947368
585.8379692307693,845.6616
593.10825,158.04950000000002
593.5058181818182,231.5811272727273
594.451358490566,696.813283018868
594.496,927.122
603.2702713567838,828.871688442211
606.816,118.86357446808509
615.9186923076923,273.39738461538457
614.7434999999999,1448.013
618.6843157894737,1137.2384210526316
618.2201052631578,453.8586315789474
619.4472110091743,643.4715963302752
625.9984931506849,226.718301369863
627.702672413793,1074.610551724138
632.2827567567567,1399.8214054054054
632.1334090909091,238.3605
633.4008113207548,598.9279245283019
635.9863795620438,661.5611605839416
635.634606741573,753.0198876404494
633.4893870967742,1037.8152580645162
632.9861118881119,1307.5125734265735
633.833052631579,1482.0772105263159
638.044779661017,518.9996949152542
644.6971525423729,272.44830508474575
650.1031764705883,870.1016470588236
649.5251538461538,444.0530769230769
649.9770967741935,643.9880322580645
650.3668301886793,757.9541886792452
657.07236,814.93272
661.9575080213904,537.8549197860963
659.6514246575343,577.9516438356164
659.8515,788.0564999999999
661.3040000000001,1122.8382666666666
661.9596338028168,976.1255492957747
664.8516,192.80519999999999
670.2702096774194,1494.9686612903226
669.2509090909091,153.98918181818183
673.2341279999999,221.015088
670.8566013986014,634.0284755244755
682.2415785123967,676.8329504132231
673.5622816901408,698.0470985915493
676.6755882352942,1254.9238676470588
678.5230819672131,282.02311475409834
679.4206363636364,257.1297272727272
682.0775702479339,622.6628429752067
681.9520235294118,365.0857411764706
683.6780322580645,698.7716129032258
695.8548586956522,1339.932961956522
687.50325,186.36974999999998
689.4119076923078,1257.6505846153846
691.4178409090908,1113.8056363636363
696.1021666666667,576.7055
696.6878507462686,643.5265074626866
698.0061951219512,429.5877804878049
699.891962264151,528.7340377358491
703.3203692307692,225.37135384615385
708.9614,453.789
708.3138461538462,1304.2744615384615
710.451,1031.499
