x,y
6.282553846153846,890.4672
2.679923076923077,1479.8263846153848
8.379,694.575
9.771176470588236,953.0096470588235
8.250967741935485,995.891806451613
12.621295774647887,876.335323943662
11.866909090909092,380.72331818181823
19.78359493670886,1477.4281518987343
22.308146341463416,873.4381463414634
26.54320754716981,529.9904716981132
30.748344827586205,601.6608620689656
29.0325,627.102
40.024231578947365,1390.0041473684212
53.184599999999996,757.3734000000001
52.843304347826084,846.9500869565218
56.448,721.917
57.650727272727266,526.0729090909091
61.92493548387096,559.6716774193548
70.1484,836.4300000000001
73.15559999999999,791.6328
70.728,1426.572
76.104,1249.4160000000002
79.35108196721312,1486.17
78.547,550.9069999999999
105.399,1471.7330526315789
108.241,673.1375
112.47742372881356,838.4531186440678
112.5376875,1112.9461875
127.008,101.43
132.006,1113.7455
144.9159493670886,114.06827848101265
142.002,1376.361
145.24394594594594,1370.9378918918917
156.75853846153845,1090.118076923077
164.37102127659574,998.1612765957447
166.61264516129032,1029.294
174.94013793103449,1421.114896551724
178.038,56.2716
184.9006551724138,595.623724137931
187.2045,205.5354
189.38500000000002,1132.635
193.63082474226806,1072.3119587628864
196.4655,567.3955
197.33501886792453,190.67841509433964
199.59660000000002,1432.809
201.21473076923078,1486.2208846153846
202.82905263157895,224.75526315789475
201.096,647.388
205.23570967741935,576.5434838709677
204.54,1153.068
208.45878260869566,606.451695652174
213.318,1391.019
214.26517241379312,1462.188724137931
214.03199999999998,623.133
216.4365,1475.3025
218.08408695652176,701.6501739130434
221.44500000000002,586.845
226.65048000000002,592.8686399999999
227.35554545454545,703.6355454545454
229.48727586206894,1147.4515862068965
231.7383870967742,663.2497741935484
231.68148387096775,1024.4003225806453
232.456,1245.412
237.699,1260.2126250000001
242.3736,652.25664
247.7407868852459,704.8915081967212
245.637,1433.25
255.49020000000002,625.8798
260.40168,605.4048
260.9838,640.3761
265.05175609756094,685.722731707317
267.589,1242.787
269.7597,1044.26595
275.7109090909091,1422.459818181818
271.656,659.295
283.1898461538462,1167.768
287.83225531914894,1476.7494893617022
289.1196,694.134
288.918,1439.928
296.352,1233.036
297.9837,1077.3189
302.6893333333333,699.818
308.5717090909091,106.49749090909091
312.438,669.1859999999999
319.6423125,1424.5678125
325.6509375,1207.402875
328.5032210526316,86.26888421052632
331.12418181818185,1190.9138181818182
334.98,675.756
339.08000000000004,1291.934
343.035,606.6270000000001
350.05223076923073,1196.7722307692309
352.634625,24.199875
360.2021012658228,525.9846075949367
360.6701538461538,636.0237692307693
361.6935,565.068
378.6093442622951,611.2549180327868
378.48176470588237,94.374
384.00075,544.396125
385.50455999999997,702.8128800000001
390.726,1418.6970000000001
394.9596,675.5532
395.27712,788.75496
399.8323636363636,409.6603636363636
399.9117073170732,505.27843902439025
400.2593823529412,1386.114882352941
402.0110769230769,630.2455384615384
407.5531764705882,653.4236470588236
406.0651304347826,684.508695652174
408.04105263157896,1029.8510526315788
412.3263529411765,485.87823529411764
413.28381818181816,320.64709090909093
417.9896,1443.3832
425.01375,357.651
427.59675000000004,1225.74375
429.68100000000004,482.307
431.69890909090907,1326.1538181818182
435.1301379310345,532.454275862069
433.87615384615384,341.43576923076927
435.07295999999997,707.3287200000001
444.8443695652174,1284.5658913043478
439.677,1426.635
442.15043478260867,474.6693913043478
442.155,1478.715
444.88079999999997,1413.6989999999998
444.822,35.917
444.969,675.06075
450.02160000000003,67.2336
449.001,704.655
454.1052727272728,614.8252727272727
452.9720655737705,1077.6594098360654
453.1074545454546,669.8389090909092
456.41700000000003,1453.05
460.8583636363636,167.04545454545456
464.6761875,526.3059375
464.54734883720926,1178.2494418604651
471.35936842105264,580.7273684210527
471.534,1435.518
480.249,668.556
481.533652173913,621.8100000000001
489.076,31.668
488.64951219512193,50.46760975609756
487.6606451612903,444.8409677419355
490.26186885245903,102.29754098360655
490.1085,720.0585
495.80318918918914,14.77945945945946
496.6520487804878,1123.4959024390243
503.3012727272727,174.87654545454546
503.63775,718.9245000000001
506.7838867924528,1215.5291320754718
507.43781052631584,1276.1147368421052
506.20500000000004,1399.356
508.34700000000004,140.364
510.8985,472.65749999999997
510.77599999999995,504.21
519.4085217391304,177.06469565217392
518.7716470588235,1137.0017647058824
517.27536,76.87512
518.8806,645.8004000000001
532.7677894736843,41.44073684210526
528.24744,1419.87888
538.965,532.1925
541.548,1488.5754545454545
546.2264347826087,677.491043478261
558.7069090909091,78.60490909090909
557.8944,1326.3516
564.2127272727273,183.08181818181816
565.0133023255814,213.83372093023257
566.5968,988.7660999999999
567.892956521739,443.21139130434784
566.5275,616.518
572.2576363636364,720.7543636363636
580.8901690140846,131.7285633802817
582.342640776699,661.2002912621359
579.8267999999999,733.4271
584.9016923076923,1471.277769230769
590.3425161290323,648.4691612903226
592.704,725.445
593.145,1217.601
598.5041086956522,356.15543478260867
599.0784545454545,695.8378636363636
603.151352112676,714.5939154929576
602.7420000000001,112.36399999999999
605.436,653.8860000000001
600.936,801.248
603.876,631.463
603.8560677966102,1224.948508474576
603.5136279069768,1326.8766976744184
607.1394,1096.767
610.393,1212.0639999999999
614.7093417721519,626.5437721518988
614.313,1203.048
619.262,652.4910000000001
617.2812692307692,7.768384615384616
621.32765625,247.85578125
619.605,508.914
627.9073043478261,1262.3337391304347
629.0129999999999,642.0224999999999
633.110625,112.896
634.9935789473684,346.8116842105263
637.9413157894737,1397.2736842105262
638.7123272727273,36.17803636363636
639.254,52.88733333333333
637.1568,672.966
638.1835384615384,1100.7586153846155
640.1115,1470.42
641.2644,1240.47
639.0786315789474,1363.3863157894739
642.096,426.00600000000003
643.4056363636364,1191.3681818181817
644.797125,1205.528625
646.6290697674418,455.37865116279073
650.034,1426.635
654.1794000000001,38.8227
655.5264545454546,826.6745454545454
658.1276470588235,1477.972588235294
658.1778,1370.1282
665.8399072847682,1358.4493907284768
663.0581999999999,289.7958
664.0091379310345,747.7078965517242
662.0985000000001,1291.7835
670.1395909090909,24.81627272727273
667.5156923076923,217.17553846153845
669.726,616.536
667.7685,677.9745
668.7251506849316,896.7765205479452
668.6736,419.0382
671.1284999999999,92.953
672.9320769230769,731.0083846153846
673.2466363636364,1080.9110454545455
672.868,1238.9813333333332
675.8155384615385,1132.6576153846154
678.2895000000001,921.5955
680.1370434782609,989.9107826086956
682.7415000000001,710.3774999999999
685.42425,398.77425
688.6415454545454,260.2701818181818
693.2749090909091,140.60454545454544
690.9000000000001,1018.521
696.1693846153846,700.308
699.34725,76.08825
698.8471875,87.7314375
705.9087000000001,69.6045
703.836,721.602
708.0384705882353,14.26764705882353
711.8337966101694,134.2284406779661
711.6938181818182,733.7438181818181
720.0405882352941,900.3317647058823
714.959,1029.539
715.0079999999999,1164.6222
717.5675294117648,73.36164705882352
717.390947368421,661.7785263157895
720.9489512195122,909.6431707317073
720.4680000000001,146.56949999999998
723.074625,835.198875
725.3912195121952,872.9003414634146
730.7615000000001,166.1345
729.6601395348838,989.0091627906976
732.7278,453.6
732.0600000000001,1032.31044
732.4313684210526,125.42968421052632
734.8846329113924,106.44288607594936
737.8121739130435,232.23443478260867
737.4722727272728,622.438090909091
738.4860000000001,288.50849999999997
742.9573421052631,679.1864210526317
743.24376,970.85268
741.384,1090.845
741.8637692307692,849.6713076923077
748.3469318181818,1171.8873409090909
746.8411034482758,870.807724137931
747.9075483870968,1198.894064516129
752.4757058823529,986.828294117647
753.3883636363636,1004.5178181818183
752.3775,86.05799999999999
752.91103125,1064.6566875
755.9343076923077,861.0355384615385
755.9942727272727,1031.9299772727272
755.6481219512195,1247.3631219512195
760.2500769230769,261.71653846153845
759.73275,570.488625
763.1531566265061,224.91
